phone_number,email,credit_score,age_group,family_background,income,education_level,employment_type,website_engagement_score,last_contact_date,intent_score,intent_binary
001-591-523-0655,daniel49@example.com,672,56+,Married with Kids,15000,Master's,Student,46,2025-05-19,51,0
(784)367-1947x1439,fwilson@example.org,595,26-35,Married,25313,High School,Full-time,69,2025-03-02,67,1
3535947723,staceymejia@example.com,685,26-35,Married,28685,High School,Full-time,82,2025-01-31,98,1
345.764.8671,brittanymoran@example.org,720,56+,Single,38862,Bachelor's,Full-time,41,2025-05-20,56,0
234.916.0462,munozmelissa@example.org,736,46-55,Single,89339,High School,Self-employed,45,2025-05-31,90,1
(275)752-6354,frobles@example.net,630,26-35,Single,15000,High School,Student,58,2025-05-27,40,0
001-836-832-4938x45715,calderonbrenda@example.org,583,56+,Married with Kids,17365,Bachelor's,Retired,30,2025-03-16,38,0
961-361-7132x714,stephenspaul@example.net,691,36-45,Single,15000,High School,Unemployed,56,2025-01-16,66,1
001-406-961-3121,robert68@example.org,716,26-35,Single,33039,High School,Self-employed,51,2025-03-13,97,1
001-561-523-4611x9263,perkinstina@example.net,654,36-45,Married,17940,Master's,Retired,100,2025-03-17,92,1
822.783.0094x63481,bonnie61@example.com,686,26-35,Married with Kids,36062,Bachelor's,Retired,71,2025-05-16,92,1
001-289-514-9088x99212,spencergreg@example.com,682,36-45,Married,125957,PhD,Full-time,52,2025-02-22,100,1
(736)456-7569x65420,shannonbarron@example.org,612,26-35,Married,15000,High School,Student,84,2025-06-24,73,1
746-656-7016x2998,sullivanlaura@example.net,737,46-55,Married,146806,PhD,Full-time,63,2025-06-16,99,1
991-544-1686x0525,cassidy85@example.org,723,36-45,Divorced,15000,High School,Student,58,2025-02-21,66,1
438.492.4490x09154,sheppardlinda@example.org,675,36-45,Married,100695,Master's,Full-time,77,2025-05-18,100,1
(530)674-8745,martinezmaria@example.com,735,36-45,Married,49214,High School,Self-employed,43,2025-05-10,86,1
001-402-257-3597,patricia67@example.com,725,46-55,Married with Kids,68264,High School,Self-employed,50,2025-03-29,100,1
493-925-1649x9874,mcclainisabel@example.net,583,18-25,Married,15000,Bachelor's,Part-time,57,2025-04-07,24,0
(239)885-8798,uortiz@example.org,723,36-45,Single,40728,High School,Retired,37,2025-03-02,66,1
+1-953-503-4686,kingpamela@example.net,634,46-55,Single,19302,Master's,Part-time,28,2025-01-15,33,0
+1-853-965-6737x292,tjones@example.org,731,26-35,Widowed,32633,Bachelor's,Full-time,42,2025-06-01,64,1
001-884-241-4253x36028,fcastillo@example.net,643,26-35,Married with Kids,15000,Master's,Unemployed,71,2025-07-10,85,1
759.544.6342,thomas62@example.org,671,36-45,Married with Kids,25653,High School,Full-time,33,2025-07-07,100,1
(252)273-5965x52898,mcclainjasmine@example.net,687,56+,Divorced,15000,Professional,Unemployed,25,2025-06-07,35,0
(766)971-5630x7592,ymcdonald@example.com,739,46-55,Divorced,108933,Bachelor's,Full-time,42,2025-06-15,100,1
4008273137,vanessa25@example.com,693,26-35,Divorced,49195,Master's,Full-time,61,2025-04-24,79,1
299.825.2340x2119,jason69@example.com,655,56+,Married,15517,High School,Full-time,54,2025-04-06,68,1
001-744-277-4920,curtismalone@example.com,595,26-35,Married,45319,Master's,Full-time,80,2025-06-18,79,1
(892)619-1677x1086,jguzman@example.net,654,36-45,Single,63167,Bachelor's,Full-time,61,2025-05-27,100,1
(783)492-7817,bcampos@example.net,659,56+,Married with Kids,63219,Master's,Full-time,47,2025-01-14,100,1
300.845.1297,edavis@example.org,600,26-35,Married with Kids,15000,Bachelor's,Student,80,2025-04-10,80,1
7184110735,xpalmer@example.net,582,18-25,Single,15000,Bachelor's,Part-time,52,2025-02-04,45,0
910.653.8834x987,reedkaren@example.com,667,36-45,Single,113893,PhD,Full-time,60,2025-04-30,82,1
+1-980-486-8476x25996,jameshester@example.net,661,26-35,Divorced,45963,Professional,Full-time,44,2025-01-27,90,1
889.617.7102x037,frederickamy@example.net,763,36-45,Married,113072,PhD,Full-time,59,2025-03-08,100,1
971-879-9388x684,angelanelson@example.net,589,18-25,Married with Kids,24813,Master's,Full-time,64,2025-04-22,69,1
968-955-1312,christopherflowers@example.org,708,46-55,Married,31598,High School,Self-employed,42,2025-06-06,84,1
+1-415-390-4361,heather63@example.net,749,36-45,Single,73196,Master's,Full-time,61,2025-07-10,95,1
001-345-912-8589x130,glovermelissa@example.net,581,18-25,Married with Kids,35557,Bachelor's,Full-time,35,2025-03-13,53,0
+1-887-924-8343x06741,martinezbrittney@example.net,636,18-25,Single,38175,PhD,Full-time,36,2025-05-04,24,0
999.479.6887,james72@example.com,682,36-45,Married,18432,High School,Retired,64,2025-05-18,61,1
001-236-975-2356x371,jamespeterson@example.com,694,36-45,Married,64956,Master's,Full-time,65,2025-07-03,100,1
708.552.4719,tanya07@example.com,634,26-35,Widowed,35287,Bachelor's,Retired,63,2025-06-01,24,0
687-516-3457,nroberts@example.com,619,26-35,Married with Kids,59632,Bachelor's,Full-time,55,2025-02-24,91,1
001-223-346-9297x837,joshuahenry@example.org,768,56+,Married with Kids,15000,PhD,Unemployed,54,2025-06-29,69,1
403-983-3311,qbrewer@example.com,657,36-45,Married,56259,High School,Self-employed,29,2025-02-14,100,1
+1-869-566-2428x2376,vdixon@example.org,711,36-45,Married with Kids,100961,Professional,Full-time,74,2025-01-29,100,1
8666712378,jameslee@example.net,750,36-45,Married with Kids,114987,Professional,Full-time,63,2025-04-01,100,1
001-345-848-2739x548,kdavis@example.net,740,46-55,Single,21898,High School,Part-time,26,2025-06-25,55,0
001-710-282-9682x924,terrance15@example.net,682,26-35,Married with Kids,48089,Master's,Full-time,65,2025-03-16,97,1
425.325.8885,dianebrown@example.org,582,18-25,Married,15403,High School,Full-time,46,2025-04-14,42,0
304-490-9873x133,wendy68@example.org,605,46-55,Single,18115,High School,Part-time,27,2025-04-29,44,0
748.793.6594,tsmith@example.net,682,36-45,Divorced,48907,High School,Full-time,39,2025-04-07,70,1
385.639.8745x7364,amandacampbell@example.org,598,18-25,Married,23640,High School,Full-time,51,2025-02-03,49,0
001-510-812-9002x10796,ilawson@example.org,647,26-35,Single,41140,Master's,Full-time,32,2025-03-15,59,0
4937282125,henry02@example.net,682,36-45,Single,94193,PhD,Full-time,33,2025-07-02,100,1
435-728-3388,emily78@example.com,719,36-45,Divorced,66497,Bachelor's,Full-time,62,2025-04-09,100,1
(230)223-5988x6000,elizabeth83@example.com,743,36-45,Single,32778,Bachelor's,Part-time,67,2025-07-07,81,1
001-941-250-7652x335,carpenterrobert@example.org,705,46-55,Single,55073,Bachelor's,Full-time,24,2025-04-25,74,1
+1-980-665-1527x012,lunadustin@example.net,659,26-35,Married with Kids,15000,High School,Part-time,78,2025-06-29,100,1
(476)442-4954x76719,shawn22@example.org,598,26-35,Married with Kids,49841,Bachelor's,Full-time,70,2025-05-25,88,1
425.488.0761,qsmith@example.com,648,36-45,Married,69720,Master's,Self-employed,28,2025-06-02,100,1
966.412.1123,bakermary@example.org,709,46-55,Married,46182,High School,Full-time,58,2025-02-10,98,1
001-298-635-8747x44124,amandalopez@example.net,675,36-45,Widowed,37188,High School,Full-time,70,2025-07-04,76,1
433.751.1582x70245,jeffreycampbell@example.org,749,36-45,Divorced,110706,Master's,Self-employed,72,2025-05-21,100,1
321.311.9470,qbooth@example.org,605,36-45,Married with Kids,55940,High School,Self-employed,77,2025-06-24,100,1
(731)790-1076x2378,kmurray@example.org,681,56+,Married with Kids,36706,Master's,Full-time,29,2025-05-11,61,1
+1-801-567-4302x1206,jodyhayes@example.org,677,56+,Married,15000,Bachelor's,Student,22,2025-04-29,27,0
894.583.2864x64126,morganrobert@example.net,666,46-55,Single,15000,Master's,Unemployed,9,2025-02-22,46,0
(582)833-1777,karen33@example.com,628,36-45,Married with Kids,15000,Bachelor's,Student,58,2025-05-20,73,1
268-817-5579x587,yhunter@example.com,713,36-45,Single,46050,Master's,Full-time,46,2025-05-30,83,1
+1-468-550-7566x386,amandaadams@example.org,690,36-45,Divorced,63043,Bachelor's,Full-time,34,2025-05-13,100,1
879-858-0495,robinsonronald@example.org,603,18-25,Divorced,21708,Bachelor's,Full-time,45,2025-06-23,34,0
+1-580-425-5578x17946,dave46@example.com,534,18-25,Single,15000,Bachelor's,Part-time,29,2025-03-10,28,0
6234756190,jose62@example.net,736,46-55,Divorced,28659,High School,Full-time,43,2025-07-10,83,1
516-874-9748x9958,frenchnichole@example.org,634,36-45,Single,57520,High School,Full-time,66,2025-06-07,78,1
001-318-921-1814x8506,qwright@example.com,605,56+,Married with Kids,33244,Bachelor's,Full-time,46,2025-01-18,79,1
001-908-582-4792x229,simssamantha@example.net,710,36-45,Married with Kids,73285,Bachelor's,Full-time,83,2025-07-06,100,1
279-722-9398,melissa27@example.com,640,26-35,Married,72042,High School,Self-employed,66,2025-05-16,90,1
605.950.3718x1962,urussell@example.net,634,26-35,Married,52363,Bachelor's,Full-time,94,2025-04-30,85,1
634-797-5744x51015,michael56@example.org,738,36-45,Married with Kids,64694,Bachelor's,Self-employed,53,2025-02-21,100,1
679-514-0186,jennifer16@example.org,610,18-25,Married,15000,PhD,Part-time,11,2025-04-13,22,0
(697)727-2029,erin69@example.net,676,46-55,Single,15000,Bachelor's,Unemployed,36,2025-04-08,44,0
(414)524-4839x41757,petersphillip@example.net,758,56+,Divorced,41301,High School,Full-time,48,2025-02-08,58,0
+1-569-644-6551x7372,emilybarajas@example.org,602,18-25,Single,30890,Bachelor's,Full-time,48,2025-02-19,57,0
+1-425-965-8466x376,patricia25@example.net,576,18-25,Married,18185,Master's,Part-time,35,2025-03-05,19,0
635.991.8158x0849,ofuller@example.org,642,18-25,Divorced,21968,PhD,Part-time,52,2025-04-10,26,0
+1-472-448-8635,huffricky@example.net,686,46-55,Married with Kids,70236,High School,Full-time,12,2025-07-10,93,1
437.853.6143,jeffery68@example.net,674,46-55,Married,15000,Bachelor's,Unemployed,78,2025-06-20,70,1
+1-924-209-1941x22954,jonathanpierce@example.net,688,36-45,Single,19534,High School,Full-time,37,2025-05-03,88,1
419.326.4992,sking@example.net,583,18-25,Married,32641,Bachelor's,Full-time,31,2025-03-02,55,0
+1-886-373-9211x219,blopez@example.org,622,26-35,Single,54703,Master's,Full-time,48,2025-01-27,83,1
(292)671-8229,parker75@example.org,661,26-35,Married with Kids,39855,High School,Full-time,51,2025-07-06,100,1
(304)861-2247x141,nharris@example.net,676,46-55,Divorced,61988,Bachelor's,Full-time,48,2025-05-30,79,1
(845)806-7614x61177,cindyrodriguez@example.net,684,26-35,Single,20628,Master's,Part-time,51,2025-04-23,56,0
+1-998-639-7395x2736,leejennifer@example.com,629,18-25,Single,63369,Master's,Full-time,21,2025-01-14,45,0
274-242-4383x739,qmartinez@example.org,633,26-35,Single,22621,Professional,Part-time,51,2025-03-30,53,0
691-606-1835x54969,amichael@example.com,693,56+,Single,69842,PhD,Full-time,27,2025-06-16,78,1
+1-623-759-5510x725,kbradford@example.com,771,46-55,Single,105912,Master's,Full-time,34,2025-05-16,79,1
+1-429-621-4762x289,angelagonzalez@example.org,716,46-55,Single,17057,PhD,Unemployed,11,2025-05-10,41,0
8847617592,williesims@example.net,614,26-35,Single,27530,PhD,Part-time,65,2025-04-04,54,0
988.458.8281x88966,urodriguez@example.org,616,26-35,Married with Kids,23617,High School,Full-time,87,2025-05-13,100,1
814.563.5808x05791,debbiebautista@example.net,723,56+,Married with Kids,15000,Bachelor's,Unemployed,55,2025-05-08,61,1
+1-629-581-1862,wolfekayla@example.org,649,36-45,Married with Kids,15000,High School,Part-time,71,2025-05-22,99,1
8388650306,denise75@example.org,653,36-45,Married,30011,High School,Full-time,82,2025-04-23,96,1
523-481-4900x666,michaelrodriguez@example.com,650,18-25,Single,15000,PhD,Part-time,20,2025-01-14,41,0
(223)777-9945,rachel95@example.org,684,56+,Married with Kids,23336,High School,Full-time,78,2025-05-20,97,1
(449)286-7942,gina59@example.org,612,18-25,Married with Kids,15000,Master's,Student,17,2025-06-04,39,0
351.630.9373x2972,waterselizabeth@example.com,659,36-45,Single,61053,Master's,Full-time,29,2025-06-14,94,1
8818463550,owhitney@example.com,670,26-35,Widowed,45964,High School,Full-time,19,2025-03-05,74,1
491.537.0571x1327,robin62@example.net,605,36-45,Married with Kids,16551,High School,Part-time,52,2025-03-13,74,1
+1-832-716-8445,eric13@example.org,653,36-45,Single,36394,High School,Full-time,45,2025-02-13,93,1
(473)971-9402x071,hcrawford@example.net,664,36-45,Married with Kids,85864,Master's,Full-time,86,2025-01-29,100,1
364-460-8282,ztaylor@example.com,703,46-55,Married,85431,Bachelor's,Full-time,45,2025-05-12,100,1
255.429.3276x733,ashleyfuentes@example.net,653,36-45,Divorced,37451,Master's,Full-time,49,2025-03-07,86,1
+1-851-411-6088,hamiltonchelsea@example.org,578,18-25,Married,27498,Bachelor's,Full-time,60,2025-01-17,43,0
(678)618-3252,victoria17@example.org,638,26-35,Single,31552,Master's,Self-employed,23,2025-03-31,65,1
(215)356-7192,jorgebruce@example.com,572,18-25,Widowed,36885,Master's,Full-time,47,2025-02-03,20,0
254-943-9618,carlosmoore@example.com,552,18-25,Single,41669,Master's,Self-employed,48,2025-04-25,44,0
372.569.9519,shelbysmith@example.net,703,36-45,Single,15000,Bachelor's,Unemployed,73,2025-03-13,60,1
001-574-585-8048x27642,klane@example.org,559,18-25,Widowed,23781,Bachelor's,Full-time,4,2025-06-13,34,0
347-420-0809,stanley78@example.org,572,26-35,Married with Kids,37431,High School,Self-employed,82,2025-02-04,75,1
267-733-8066x52567,stephanie43@example.com,755,46-55,Widowed,61305,Bachelor's,Full-time,5,2025-02-26,65,1
(650)226-7153x4557,rachel99@example.org,798,46-55,Married with Kids,91476,Professional,Full-time,30,2025-04-10,100,1
208-637-9087,batesapril@example.com,710,46-55,Single,20714,High School,Part-time,41,2025-04-01,62,1
385.464.8800,jessica90@example.com,620,26-35,Single,15000,Professional,Student,54,2025-06-20,52,0
621.259.6360,susancrane@example.net,541,18-25,Single,53636,Professional,Full-time,21,2025-06-11,29,0
519.849.4528x3153,garciaelizabeth@example.com,600,26-35,Single,41773,Master's,Full-time,41,2025-02-14,65,1
(927)753-4958,towens@example.net,726,36-45,Married with Kids,63389,Bachelor's,Full-time,92,2025-06-15,100,1
+1-943-363-2250x32467,vsoto@example.net,563,18-25,Married with Kids,26991,Bachelor's,Full-time,82,2025-02-23,65,1
(926)557-1141,kaitlyn77@example.com,612,26-35,Married with Kids,22519,Bachelor's,Part-time,79,2025-04-16,92,1
(865)497-9843,jonespatricia@example.org,635,26-35,Married,39712,High School,Full-time,36,2025-05-15,77,1
514-923-0818,meganvillanueva@example.com,752,46-55,Single,43159,Bachelor's,Part-time,20,2025-01-24,44,0
+1-934-563-1789x0236,bpham@example.net,620,56+,Widowed,15989,Bachelor's,Part-time,30,2025-04-28,43,0
+1-517-487-0017x453,sabrinahowell@example.com,699,46-55,Married with Kids,57518,Master's,Full-time,33,2025-01-14,98,1
323.316.4303x59018,mooredavid@example.org,678,18-25,Single,42745,Bachelor's,Full-time,51,2025-03-17,55,0
(853)981-2044,mary59@example.org,621,56+,Single,38114,High School,Full-time,32,2025-05-18,34,0
001-765-645-5218x085,alejandra34@example.net,540,18-25,Married with Kids,42918,Professional,Full-time,27,2025-04-11,57,0
632.795.0608x10998,patriciagarrison@example.com,675,46-55,Single,54110,High School,Full-time,36,2025-03-29,71,1
+1-688-402-4274x341,jeffery50@example.com,696,36-45,Married with Kids,24966,High School,Full-time,58,2025-04-16,83,1
001-648-553-9683x18592,steven72@example.com,642,26-35,Married with Kids,64122,Professional,Full-time,100,2025-06-03,93,1
273.206.3855x619,tyoung@example.org,615,26-35,Married,19297,Bachelor's,Part-time,74,2025-05-22,72,1
+1-979-877-2625,davidlowery@example.com,782,46-55,Married with Kids,21434,High School,Part-time,53,2025-04-14,92,1
689-418-2455x372,duffychelsea@example.net,775,36-45,Single,15000,Master's,Unemployed,62,2025-05-22,76,1
+1-369-752-8070x771,amy22@example.com,611,18-25,Married with Kids,15000,Bachelor's,Student,37,2025-04-29,48,0
756.625.5916,josesimon@example.com,523,18-25,Divorced,36747,PhD,Full-time,25,2025-04-07,36,0
3974389391,garciadaniel@example.org,712,26-35,Married with Kids,83709,Professional,Full-time,86,2025-06-09,100,1
980.452.0635,john40@example.com,660,46-55,Single,79833,Bachelor's,Self-employed,34,2025-06-17,78,1
+1-990-621-7720,timothy27@example.com,610,26-35,Married,40385,High School,Full-time,56,2025-05-11,79,1
991.717.2283,rileyamanda@example.net,707,56+,Married with Kids,83145,Master's,Full-time,60,2025-05-20,79,1
+1-987-904-8595x9389,samanthabowers@example.com,729,46-55,Single,67106,High School,Full-time,28,2025-02-01,79,1
(997)816-8775x41184,brittanyrios@example.net,628,26-35,Divorced,26593,Master's,Part-time,54,2025-06-13,75,1
+1-579-216-1710x276,rodriguezkimberly@example.net,673,26-35,Married with Kids,94716,Master's,Self-employed,69,2025-06-02,100,1
930.745.2319x1343,froberts@example.com,700,26-35,Single,53434,PhD,Full-time,52,2025-03-23,84,1
920-598-6664x5070,krausetina@example.com,716,46-55,Married with Kids,45720,Master's,Full-time,50,2025-03-03,100,1
(910)620-9016,jason19@example.org,671,26-35,Divorced,46115,Bachelor's,Full-time,19,2025-03-13,62,1
358.524.0685x88938,sandra24@example.com,603,26-35,Married with Kids,15000,High School,Unemployed,49,2025-02-16,57,0
570-821-7702x538,lschroeder@example.org,688,36-45,Married with Kids,97415,Master's,Full-time,89,2025-06-15,100,1
7994220896,bryan49@example.org,628,26-35,Married with Kids,36150,Bachelor's,Full-time,60,2025-03-02,92,1
(792)453-4605x811,jenniferrodriguez@example.com,629,36-45,Married with Kids,94595,Professional,Full-time,100,2025-05-29,100,1
834-624-5912x53685,jameswilson@example.com,789,46-55,Widowed,97721,Master's,Full-time,50,2025-06-05,84,1
+1-639-220-7708x395,gwright@example.com,737,46-55,Married with Kids,47154,High School,Self-employed,41,2025-01-19,96,1
741.745.4830x38606,thomasdavid@example.org,631,18-25,Married with Kids,15000,High School,Student,22,2025-07-04,30,0
440.676.6739x04907,jamesponce@example.org,606,18-25,Single,15000,Bachelor's,Student,9,2025-06-27,13,0
8634025836,brian38@example.net,685,46-55,Divorced,42116,High School,Full-time,21,2025-02-24,53,0
966-911-7495x3876,nturner@example.org,703,56+,Divorced,44894,Professional,Full-time,16,2025-01-29,60,1
(254)975-6080,erinfoster@example.org,679,26-35,Married,56822,Master's,Full-time,67,2025-03-06,86,1
919-581-0250x7853,markblanchard@example.org,669,36-45,Married with Kids,69908,Professional,Self-employed,61,2025-06-01,100,1
(872)938-2781x46967,evansalicia@example.net,724,46-55,Widowed,50319,Bachelor's,Full-time,0,2025-03-26,58,0
+1-487-688-7381,frichardson@example.com,666,26-35,Married with Kids,48854,Bachelor's,Self-employed,56,2025-06-29,100,1
2244912469,carolyn68@example.org,668,36-45,Divorced,34562,Bachelor's,Part-time,65,2025-04-02,86,1
401-974-8909x0130,samanthamartin@example.org,597,26-35,Married with Kids,31835,Master's,Full-time,65,2025-06-06,84,1
+1-371-546-7031x2869,davidreilly@example.net,681,46-55,Single,15000,Bachelor's,Unemployed,22,2025-03-16,19,0
